total_sulfur_dioxide,chlorides,volatile_acidity,alcohol,style
49.0,0.084,0.72,11.1,0
11.0,0.067,0.57,9.5,0
11.0,0.067,0.57,9.5,0
58.0,0.071,0.865,12.7,0
37.0,0.387,0.55,9.6,0
14.0,0.08800000000000001,0.875,11.5,0
19.0,0.092,0.835,9.6,0
72.0,0.08199999999999999,0.45,9.5,0
39.0,0.075,0.56,9.3,0
22.0,0.11199999999999999,0.965,9.5,0
22.0,0.11199999999999999,0.965,9.5,0
58.0,0.09300000000000001,0.59,9.3,0
104.0,0.092,0.46,9.2,0
38.0,0.08800000000000001,0.69,9.3,0
16.0,0.075,0.76,11.5,0
139.0,0.078,0.53,9.5,0
18.0,0.065,0.615,9.2,0
101.0,0.096,0.41,10.0,0
101.0,0.095,0.39,9.5,0
28.0,0.07,0.51,9.5,0
57.0,0.08,0.34,9.0,0
68.0,0.083,0.33,9.4,0
31.0,0.071,0.5,9.6,0
28.0,0.07,0.51,9.5,0
40.0,0.08900000000000001,0.65,9.5,0
40.0,0.08900000000000001,0.65,9.5,0
66.0,0.09699999999999999,0.54,9.4,0
40.0,0.08900000000000001,0.65,9.5,0
32.0,0.415,0.48,9.1,0
47.0,0.057999999999999996,0.91,10.7,0
33.0,0.057,0.98,11.2,0
31.0,0.084,0.87,9.8,0
31.0,0.084,0.87,9.8,0
88.0,0.092,0.42,9.2,0
104.0,0.075,0.58,9.7,0
35.0,0.096,0.655,9.6,0
19.0,0.069,0.7,10.0,0
35.0,0.096,0.655,9.6,0
44.0,0.09300000000000001,0.68,9.5,0
48.0,0.091,0.67,9.5,0
74.0,0.08900000000000001,0.59,9.4,0
98.0,0.10300000000000001,0.6,9.5,0
94.0,0.08199999999999999,0.59,9.7,0
32.0,0.076,0.72,9.6,0
94.0,0.08199999999999999,0.59,9.7,0
143.0,0.08199999999999999,0.685,9.4,0
144.0,0.08199999999999999,0.57,9.4,0
44.0,0.157,0.4,9.5,0
45.0,0.157,0.4,9.5,0
16.0,0.102,1.0,10.0,0
48.0,0.243,0.765,10.3,0
18.0,0.24100000000000002,0.635,10.3,0
34.0,0.079,0.43,10.5,0
92.0,0.076,0.52,9.8,0
45.0,0.19,0.57,9.4,0
37.0,0.114,0.46,9.8,0
96.0,0.081,0.82,10.0,0
37.0,0.114,0.46,9.8,0
85.0,0.077,0.59,9.8,0
61.0,0.083,0.35,9.5,0
61.0,0.083,0.35,9.5,0
58.0,0.079,0.56,10.1,0
58.0,0.079,0.56,10.1,0
119.0,0.099,0.63,9.3,0
82.0,0.08199999999999999,0.37,9.7,0
130.0,0.084,0.64,9.6,0
87.0,0.081,0.61,9.7,0
13.0,0.055,0.6,10.8,0
26.0,0.065,0.27,12.5,0
60.0,0.132,0.89,10.2,0
64.0,0.126,0.46,9.6,0
42.0,0.038,0.37,10.8,0
14.0,0.08199999999999999,0.5,10.7,0
14.0,0.08199999999999999,0.5,10.7,0
108.0,0.08199999999999999,0.61,9.4,0
17.0,0.068,0.55,10.0,0
86.0,0.044000000000000004,0.585,12.9,0
46.0,0.114,0.56,9.6,0
18.0,0.084,0.52,9.9,0
10.0,0.052000000000000005,0.28,12.8,0
10.0,0.040999999999999995,0.25,12.5,0
10.0,0.052000000000000005,0.28,12.8,0
12.0,0.165,0.53,9.2,0
15.0,0.07,0.48,10.3,0
14.0,0.068,0.49,10.5,0
24.0,0.07200000000000001,0.5,10.9,0
38.0,0.099,0.45,10.8,0
7.0,0.102,0.39,11.4,0
41.0,0.10300000000000001,0.41,11.3,0
38.0,0.099,0.45,10.8,0
30.0,0.081,0.51,10.5,0
27.0,0.084,0.29,11.9,0
47.0,0.071,0.715,9.4,0
59.0,0.09699999999999999,0.66,9.6,0
22.0,0.099,0.685,9.7,0
42.0,0.048,0.42,14.0,0
36.0,0.076,0.54,9.8,0
36.0,0.076,0.54,9.8,0
16.0,0.068,0.48,10.3,0
37.0,0.076,0.46,10.7,0
8.0,0.05,0.27,11.0,0
37.0,0.076,0.46,10.7,0
45.0,0.065,0.57,12.7,0
24.0,0.071,0.61,11.1,0
9.0,0.057999999999999996,0.685,10.9,0
24.0,0.071,0.61,11.1,0
48.0,0.145,0.44,9.9,0
51.0,0.147,0.47,9.9,0
23.0,0.08800000000000001,0.685,9.4,0
55.0,0.066,0.665,9.3,0
100.0,0.012,0.28,11.7,0
100.0,0.012,0.28,11.7,0
28.0,0.075,0.31,11.2,0
26.0,0.092,0.5,10.0,0
34.0,0.085,0.42,12.1,0
31.0,0.115,0.66,10.3,0
68.0,0.11900000000000001,0.5,10.9,0
92.0,0.08800000000000001,0.685,9.4,0
42.0,0.062,0.25,10.6,0
31.0,0.081,0.64,9.8,0
31.0,0.081,0.64,9.8,0
39.0,0.078,0.68,9.9,0
31.0,0.081,0.64,9.8,0
32.0,0.08,0.63,9.8,0
22.0,0.085,0.43,9.5,0
22.0,0.085,0.43,9.5,0
122.0,0.08,0.42,9.7,0
55.0,0.08,0.36,10.9,0
55.0,0.08,0.36,10.9,0
14.0,0.071,0.735,11.7,0
55.0,0.08,0.36,10.9,0
47.0,0.073,0.26,11.3,0
32.0,0.054000000000000006,0.28,10.6,0
24.0,0.07400000000000001,0.56,11.2,0
85.0,0.077,0.62,9.5,0
88.0,0.039,1.01,11.5,0
25.0,0.067,0.42,10.4,0
84.0,0.078,0.62,9.7,0
85.0,0.077,0.62,9.5,0
86.0,0.077,0.635,9.7,0
24.0,0.071,0.49,11.3,0
22.0,0.07200000000000001,0.51,11.2,0
24.0,0.07400000000000001,0.56,11.2,0
43.0,0.08,0.63,10.9,0
43.0,0.064,0.715,11.8,0
46.0,0.086,0.56,10.6,0
48.0,0.067,0.35,10.0,0
10.0,0.067,0.21,11.1,0
10.0,0.10400000000000001,0.38,11.8,0
16.0,0.109,0.31,11.8,0
14.0,0.067,0.47,10.9,0
43.0,0.064,0.715,11.8,0
69.0,0.094,0.61,10.0,0
88.0,0.076,0.6,9.5,0
21.0,0.078,0.56,9.9,0
35.0,0.068,0.715,11.4,0
26.0,0.19399999999999998,0.31,12.0,0
88.0,0.076,0.6,9.5,0
69.0,0.094,0.61,10.0,0
30.0,0.086,0.75,10.5,0
28.0,0.083,0.8,10.4,0
56.0,0.066,0.52,12.1,0
64.0,0.07200000000000001,0.57,11.2,0
99.0,0.11199999999999999,0.9,9.3,0
52.0,0.071,0.34,10.1,0
86.0,0.078,0.66,9.7,0
18.0,0.08199999999999999,0.45,9.3,0
86.0,0.078,0.66,9.7,0
88.0,0.08,0.63,9.8,0
43.0,0.08,0.59,10.7,0
43.0,0.078,0.31,12.5,0
43.0,0.08,0.59,10.7,0
43.0,0.078,0.31,12.5,0
11.0,0.084,1.02,11.0,0
39.0,0.055999999999999994,0.31,11.8,0
33.0,0.08,0.635,10.8,0
33.0,0.08,0.635,10.8,0
18.0,0.06,0.59,10.8,0
18.0,0.06,0.59,10.8,0
115.0,0.081,0.58,9.5,0
78.0,0.084,0.54,11.0,0
9.0,0.079,0.56,11.5,0
61.0,0.078,0.52,10.8,0
11.0,0.059000000000000004,0.305,11.5,0
11.0,0.132,0.38,13.2,0
9.0,0.114,0.28,10.9,0
8.0,0.065,0.46,12.2,0
10.0,0.094,0.395,12.2,0
11.0,0.059000000000000004,0.305,11.5,0
6.0,0.079,0.315,11.9,0
62.0,0.161,0.715,11.0,0
45.0,0.084,0.41,10.1,0
79.0,0.081,0.36,11.0,0
46.0,0.07200000000000001,0.62,11.8,0
23.0,0.091,0.41,10.5,0
79.0,0.081,0.36,11.0,0
46.0,0.07200000000000001,0.62,11.8,0
45.0,0.084,0.41,10.1,0
28.0,0.055,0.47,11.2,0
77.0,0.064,0.22,11.0,0
73.0,0.061,0.24,10.2,0
75.0,0.09300000000000001,0.67,9.2,0
28.0,0.055,0.47,11.2,0
19.0,0.063,0.33,12.0,0
25.0,0.08,0.61,10.5,0
38.0,0.07400000000000001,0.61,9.8,0
66.0,0.078,0.4,9.5,0
38.0,0.07400000000000001,0.61,9.8,0
25.0,0.08,0.61,10.5,0
72.0,0.06,0.3,11.8,0
72.0,0.06,0.3,11.8,0
26.0,0.071,0.63,10.4,0
42.0,0.068,0.38,12.9,0
11.0,0.073,0.46,11.4,0
25.0,0.07400000000000001,0.33,12.4,0
17.0,0.08199999999999999,0.27,12.5,0
52.0,0.092,0.43,10.0,0
45.0,0.094,0.5,9.7,0
24.0,0.09,0.3,12.1,0
20.0,0.071,0.44,11.1,0
24.0,0.092,0.44,12.0,0
12.0,0.09300000000000001,0.28,12.4,0
21.0,0.075,0.12,11.9,0
21.0,0.075,0.12,11.9,0
21.0,0.075,0.12,11.9,0
12.0,0.09300000000000001,0.28,12.4,0
10.0,0.057999999999999996,0.31,11.2,0
9.0,0.052000000000000005,0.34,12.1,0
11.0,0.08199999999999999,0.43,12.2,0
23.0,0.09,0.21,10.4,0
10.0,0.111,0.36,11.3,0
51.0,0.08800000000000001,0.37,11.1,0
36.0,0.12,0.57,11.3,0
32.0,0.08900000000000001,0.59,10.0,0
38.0,0.057999999999999996,0.47,11.1,0
18.0,0.078,0.56,9.3,0
16.0,0.115,0.57,9.5,0
27.0,0.1,0.27,11.2,0
38.0,0.057999999999999996,0.47,11.1,0
48.0,0.065,0.34,11.0,0
10.0,0.10300000000000001,0.38,11.9,0
113.0,0.09699999999999999,0.66,9.2,0
46.0,0.068,0.4,12.2,0
22.0,0.079,0.56,10.2,0
10.0,0.066,0.26,10.9,0
10.0,0.066,0.26,10.9,0
13.0,0.10400000000000001,0.38,11.6,0
12.0,0.079,0.34,10.7,0
13.0,0.073,0.33,12.1,0
72.0,0.083,0.41,9.4,0
72.0,0.083,0.41,9.4,0
119.0,0.109,0.59,9.1,0
29.0,0.061,0.4,11.3,0
6.0,0.075,0.45,10.4,0
17.0,0.065,0.5,10.5,0
28.0,0.079,0.86,10.0,0
70.0,0.07,0.52,12.9,0
17.0,0.065,0.5,10.5,0
6.0,0.075,0.45,10.4,0
11.0,0.064,0.58,11.3,0
7.0,0.066,0.34,11.4,0
70.0,0.08,0.36,9.4,0
27.0,0.09699999999999999,0.39,9.4,0
21.0,0.073,0.295,10.9,0
27.0,0.09699999999999999,0.39,9.4,0
68.0,0.08199999999999999,0.34,9.4,0
47.0,0.076,0.4,9.4,0
68.0,0.08199999999999999,0.34,9.4,0
88.0,0.092,0.35,9.4,0
41.0,0.079,0.6,10.1,0
11.0,0.087,0.66,12.8,0
11.0,0.087,0.66,12.8,0
10.0,0.05,0.84,9.1,0
12.0,0.055,0.69,12.9,0
12.0,0.062,0.43,11.5,0
47.0,0.057999999999999996,0.35,10.6,0
27.0,0.063,0.29,11.7,0
8.0,0.067,0.36,12.8,0
45.0,0.081,0.43,10.3,0
8.0,0.067,0.36,12.8,0
27.0,0.063,0.29,11.7,0
25.0,0.064,0.3,11.7,0
24.0,0.11,0.35,12.0,0
55.0,0.11599999999999999,0.5,10.9,0
12.0,0.067,0.28,12.3,0
19.0,0.08800000000000001,0.32,10.4,0
32.0,0.102,1.005,10.0,0
31.0,0.092,0.71,10.0,0
7.0,0.12,0.58,11.2,0
27.0,0.075,0.39,11.4,0
28.0,0.068,0.38,12.6,0
109.0,0.049,0.18,12.7,0
109.0,0.049,0.18,12.7,0
23.0,0.078,0.5,10.4,0
8.0,0.12300000000000001,0.36,11.9,0
8.0,0.12300000000000001,0.36,11.9,0
9.0,0.062,0.51,10.5,0
9.0,0.098,0.32,12.3,0
18.0,0.08800000000000001,0.58,10.5,0
43.0,0.095,0.83,10.4,0
36.0,0.066,0.31,12.6,0
52.0,0.065,0.795,11.6,0
68.0,0.075,0.34,10.1,0
18.0,0.08800000000000001,0.58,10.5,0
14.0,0.091,0.59,11.5,0
15.0,0.09300000000000001,0.55,11.0,0
14.0,0.095,0.82,9.6,0
27.0,0.08900000000000001,0.57,10.4,0
48.0,0.077,0.745,9.7,0
17.0,0.085,0.37,10.6,0
35.0,0.08199999999999999,0.31,12.5,0
56.0,0.07400000000000001,0.91,9.2,0
42.0,0.078,0.41,12.6,0
39.0,0.08800000000000001,0.5,11.1,0
32.0,0.08800000000000001,0.965,10.2,0
26.0,0.079,0.49,9.8,0
39.0,0.08800000000000001,0.5,11.1,0
39.0,0.069,0.39,10.9,0
53.0,0.046,0.39,12.2,0
38.0,0.07,0.44,11.4,0
45.0,0.076,0.78,10.7,0
51.0,0.08199999999999999,0.43,10.4,0
14.0,0.081,0.49,10.9,0
17.0,0.084,0.5,10.8,0
51.0,0.08199999999999999,0.43,10.4,0
45.0,0.414,0.46,9.2,0
25.0,0.073,0.605,12.9,0
20.0,0.07,0.33,12.7,0
77.0,0.095,0.64,9.1,0
77.0,0.095,0.64,9.1,0
10.0,0.10099999999999999,0.48,12.1,0
90.0,0.10400000000000001,0.42,9.1,0
52.0,0.09300000000000001,0.53,11.6,0
10.0,0.10099999999999999,0.48,12.1,0
8.0,0.07400000000000001,0.23,9.9,0
16.0,0.071,0.4,12.5,0
15.0,0.098,0.38,11.4,0
17.0,0.075,0.29,11.8,0
10.0,0.067,0.74,11.8,0
20.0,0.083,0.61,10.2,0
26.0,0.07,0.52,12.5,0
10.0,0.06,0.31,10.9,0
10.0,0.06,0.31,10.9,0
52.0,0.086,0.62,10.8,0
37.0,0.057,0.33,11.1,0
92.0,0.098,0.77,9.2,0
75.0,0.083,0.35,9.5,0
37.0,0.08800000000000001,0.62,10.7,0
92.0,0.098,0.77,9.2,0
67.0,0.071,0.25,10.2,0
8.0,0.073,0.32,11.4,0
8.0,0.08,0.37,11.0,0
8.0,0.08,0.37,11.0,0
278.0,0.05,0.3,12.3,0
8.0,0.047,0.27,11.8,0
289.0,0.05,0.3,12.3,0
70.0,0.073,0.38,9.5,0
59.0,0.07200000000000001,0.42,12.0,0
70.0,0.073,0.38,9.5,0
64.0,0.07400000000000001,0.48,9.6,0
9.0,0.055,0.34,11.6,0
30.0,0.057,0.19,11.2,0
41.0,0.095,0.41,9.9,0
41.0,0.095,0.41,9.9,0
74.0,0.083,0.26,11.8,0
19.0,0.086,0.34,11.4,0
16.0,0.081,0.54,11.5,0
31.0,0.079,0.31,12.0,0
17.0,0.11699999999999999,0.725,10.8,0
20.0,0.087,0.4,10.5,0
17.0,0.11699999999999999,0.725,10.8,0
18.0,0.096,0.52,9.4,0
16.0,0.21600000000000003,0.31,12.5,0
18.0,0.096,0.52,9.4,0
36.0,0.07200000000000001,0.34,12.4,0
25.0,0.071,0.49,12.0,0
30.0,0.078,0.48,11.2,0
25.0,0.071,0.49,12.0,0
25.0,0.073,0.48,12.4,0
49.0,0.048,0.57,12.8,0
17.0,0.069,0.23,12.3,0
24.0,0.068,0.3,11.7,0
13.0,0.09,0.78,9.5,0
66.0,0.171,0.47,10.8,0
14.0,0.07,0.53,10.0,0
55.0,0.092,0.42,12.3,0
35.0,0.055999999999999994,0.33,11.0,0
10.0,0.07400000000000001,0.24,9.5,0
80.0,0.046,0.4,13.6,0
21.0,0.091,0.69,11.3,0
21.0,0.091,0.69,11.3,0
21.0,0.091,0.69,11.3,0
24.0,0.065,0.39,13.3,0
15.0,0.066,0.66,12.9,0
17.0,0.076,0.54,13.1,0
28.0,0.062,0.5,12.3,0
33.0,0.055,0.47,12.3,0
29.0,0.081,0.4,11.2,0
13.0,0.096,0.58,11.5,0
27.0,0.055,0.24,11.3,0
11.0,0.063,0.29,13.5,0
52.0,0.07200000000000001,0.76,11.5,0
89.0,0.095,0.43,10.0,0
70.0,0.092,0.43,10.5,0
10.0,0.057999999999999996,0.6,10.4,0
135.0,0.045,0.19,9.5,0
38.0,0.075,0.36,13.6,0
18.0,0.08900000000000001,0.48,11.2,0
15.0,0.061,0.28,11.8,0
50.0,0.067,0.25,11.9,0
13.0,0.08,0.52,11.4,0
13.0,0.08,0.52,11.4,0
94.0,0.10400000000000001,0.41,9.1,0
86.0,0.079,0.51,9.5,0
79.0,0.08,0.4,9.5,0
71.0,0.08,0.38,11.0,0
12.0,0.043,0.45,11.4,0
20.0,0.065,0.22,10.0,0
70.0,0.066,0.32,10.1,0
51.0,0.076,0.2,10.4,0
21.0,0.17800000000000002,0.5,9.8,0
14.0,0.071,0.41,11.8,0
21.0,0.086,0.39,11.6,0
11.0,0.061,0.35,12.0,0
12.0,0.067,0.33,12.8,0
70.0,0.044000000000000004,0.58,12.5,0
38.0,0.11800000000000001,0.6,9.8,0
38.0,0.083,0.42,11.1,0
63.0,0.1,0.58,11.4,0
38.0,0.11800000000000001,0.6,9.8,0
88.0,0.071,0.18,11.8,0
101.0,0.042,0.51,12.9,0
54.0,0.076,0.41,10.6,0
37.0,0.11,0.41,10.8,0
20.0,0.087,0.36,11.1,0
21.0,0.076,0.45,10.2,0
19.0,0.075,0.32,11.8,0
21.0,0.078,0.785,10.0,0
21.0,0.078,0.785,10.0,0
38.0,0.369,0.44,9.4,0
60.0,0.111,0.54,10.2,0
48.0,0.07400000000000001,0.33,12.4,0
44.0,0.067,0.34,12.0,0
14.0,0.086,0.5,11.5,0
12.0,0.062,0.36,10.5,0
44.0,0.078,0.59,10.8,0
16.0,0.07400000000000001,0.42,12.3,0
65.0,0.079,0.36,9.5,0
65.0,0.079,0.36,9.5,0
59.0,0.095,0.61,11.5,0
47.0,0.079,0.88,11.2,0
11.0,0.052000000000000005,0.66,12.7,0
78.0,0.040999999999999995,0.915,11.4,0
47.0,0.076,0.35,11.0,0
47.0,0.076,0.35,11.0,0
11.0,0.068,0.39,11.4,0
54.0,0.068,0.4,10.5,0
61.0,0.07,0.66,9.3,0
119.0,0.08,0.64,10.9,0
39.0,0.085,0.43,11.9,0
12.0,0.079,0.8,12.2,0
39.0,0.085,0.43,11.9,0
119.0,0.08,0.64,10.9,0
19.0,0.075,0.955,9.6,0
20.0,0.08,0.4,12.5,0
12.0,0.166,0.885,10.8,0
41.0,0.063,0.25,12.4,0
12.0,0.166,0.885,10.8,0
64.0,0.114,0.745,9.5,0
56.0,0.078,0.43,9.5,0
94.0,0.076,0.58,9.5,0
9.0,0.069,0.57,9.8,0
77.0,0.052000000000000005,0.26,10.9,0
94.0,0.076,0.58,9.5,0
9.0,0.069,0.57,9.8,0
10.0,0.065,0.34,11.2,0
12.0,0.068,0.42,11.7,0
76.0,0.111,0.74,9.4,0
44.0,0.07400000000000001,0.36,11.0,0
44.0,0.07400000000000001,0.36,11.0,0
44.0,0.07400000000000001,0.36,11.0,0
52.0,0.136,0.72,10.0,0
44.0,0.07400000000000001,0.36,11.0,0
24.0,0.071,0.39,11.2,0
15.0,0.078,0.65,10.4,0
53.0,0.076,0.44,9.3,0
15.0,0.078,0.65,10.4,0
13.0,0.071,0.38,10.5,0
9.0,0.081,0.33,10.4,0
29.0,0.095,0.27,11.3,0
79.0,0.079,0.57,9.5,0
74.0,0.057,0.34,12.0,0
24.0,0.08199999999999999,0.4,10.6,0
50.0,0.044000000000000004,0.39,10.9,0
44.0,0.132,0.32,11.5,0
44.0,0.132,0.32,11.5,0
89.0,0.078,0.53,9.6,0
23.0,0.07400000000000001,0.36,12.0,0
20.0,0.08,0.39,10.3,0
77.0,0.091,0.46,9.4,0
46.0,0.08,0.58,9.2,0
21.0,0.10400000000000001,0.58,9.6,0
88.0,0.044000000000000004,0.42,13.6,0
66.0,0.075,0.43,9.5,0
58.0,0.066,0.18,11.8,0
90.0,0.07400000000000001,0.815,10.8,0
66.0,0.075,0.43,9.5,0
36.0,0.057,0.23,9.3,0
18.0,0.059000000000000004,0.75,12.8,0
113.0,0.054000000000000006,0.33,11.5,0
17.0,0.07,0.55,9.4,0
18.0,0.059000000000000004,0.75,12.8,0
24.0,0.081,0.73,9.6,0
20.0,0.057,0.67,11.8,0
60.0,0.076,0.61,9.3,0
65.0,0.079,0.37,9.8,0
40.0,0.057999999999999996,0.4,12.2,0
86.0,0.08199999999999999,0.56,9.5,0
160.0,0.067,0.29,10.3,0
34.0,0.08199999999999999,0.55,10.5,0
48.0,0.086,0.74,10.0,0
34.0,0.08199999999999999,0.55,10.5,0
36.0,0.081,0.41,11.1,0
37.0,0.079,0.6,10.9,0
37.0,0.079,0.6,10.9,0
60.0,0.077,0.58,9.8,0
14.0,0.12300000000000001,0.72,9.8,0
13.0,0.096,0.66,9.5,0
35.0,0.079,0.7,10.9,0
46.0,0.069,0.64,11.0,0
60.0,0.08199999999999999,0.59,9.2,0
69.0,0.085,0.58,11.0,0
33.0,0.12300000000000001,0.64,11.3,0
33.0,0.12300000000000001,0.64,11.3,0
56.0,0.40299999999999997,0.635,9.3,0
24.0,0.083,1.02,11.2,0
66.0,0.081,0.45,9.8,0
26.0,0.08900000000000001,0.78,9.6,0
51.0,0.066,0.37,11.8,0
36.0,0.081,0.57,10.3,0
36.0,0.081,0.57,10.3,0
19.0,0.068,0.43,11.4,0
51.0,0.079,0.41,9.5,0
87.0,0.044000000000000004,0.49,14.0,0
60.0,0.048,0.38,14.0,0
64.0,0.049,0.44,11.7,0
44.0,0.077,0.46,11.2,0
44.0,0.073,0.58,9.3,0
36.0,0.102,0.58,11.2,0
81.0,0.075,0.715,9.5,0
10.0,0.05,0.4,12.0,0
10.0,0.114,0.69,9.7,0
81.0,0.075,0.715,9.5,0
9.0,0.062,0.3,11.5,0
54.0,0.077,0.46,10.4,0
54.0,0.077,0.46,10.4,0
22.0,0.084,0.765,10.9,0
69.0,0.096,0.63,10.2,0
36.0,0.071,0.42,10.9,0
47.0,0.09,0.37,10.5,0
31.0,0.068,0.16,12.4,0
7.0,0.055999999999999994,0.6,13.0,0
110.0,0.068,0.6,10.2,0
110.0,0.068,0.6,10.2,0
12.0,0.1,0.74,11.0,0
60.0,0.073,0.635,10.9,0
28.0,0.055999999999999994,0.395,12.4,0
12.0,0.084,0.755,9.7,0
60.0,0.073,0.635,10.9,0
77.5,0.09300000000000001,0.63,9.5,0
77.5,0.09300000000000001,0.63,9.5,0
29.0,0.064,0.53,12.1,0
18.0,0.063,0.6,12.2,0
9.0,0.13699999999999998,1.58,10.9,0
28.0,0.08,0.645,12.5,0
57.0,0.1,0.86,11.7,0
15.0,0.064,0.37,11.2,0
68.0,0.081,0.28,11.2,0
68.0,0.087,0.79,9.2,0
88.0,0.073,0.61,9.8,0
91.0,0.08800000000000001,0.69,10.1,0
29.0,0.068,0.68,11.1,0
91.0,0.08800000000000001,0.69,10.1,0
63.0,0.071,0.62,9.2,0
88.0,0.073,0.61,9.8,0
27.0,0.064,0.51,12.8,0
41.0,0.083,1.18,10.5,0
65.0,0.086,0.36,10.1,0
69.0,0.086,0.36,10.1,0
91.0,0.083,0.63,9.8,0
46.0,0.040999999999999995,0.74,12.5,0
41.0,0.091,0.44,11.9,0
91.0,0.083,0.63,9.8,0
64.0,0.414,0.76,9.1,0
88.0,0.094,0.66,10.1,0
46.0,0.040999999999999995,0.74,12.5,0
18.0,0.057999999999999996,0.34,11.4,0
55.0,0.06,0.36,11.0,0
34.0,0.077,0.46,10.6,0
34.0,0.077,0.46,10.6,0
34.0,0.077,0.46,10.6,0
34.0,0.077,0.46,10.6,0
38.0,0.073,0.52,9.3,0
91.0,0.083,0.6,9.8,0
91.0,0.083,0.6,9.8,0
67.0,0.107,0.87,9.2,0
25.0,0.075,0.39,9.7,0
48.0,0.079,0.775,9.6,0
11.0,0.166,0.835,10.0,0
40.0,0.069,0.58,12.6,0
26.0,0.057,0.5,9.5,0
26.0,0.057,0.5,9.5,0
26.0,0.057,0.5,9.5,0
31.0,0.084,0.51,10.5,0
31.0,0.084,0.51,10.5,0
31.0,0.084,0.51,10.5,0
31.0,0.085,0.54,10.4,0
31.0,0.084,0.51,10.5,0
20.0,0.077,0.42,11.0,0
28.0,0.063,0.44,10.2,0
13.0,0.055999999999999994,0.59,11.4,0
12.0,0.078,0.655,9.5,0
12.0,0.078,0.655,9.5,0
41.0,0.081,0.57,10.8,0
73.0,0.069,0.6,10.0,0
46.0,0.065,0.62,11.8,0
57.0,0.086,0.645,10.3,0
57.0,0.086,0.645,10.3,0
28.0,0.077,0.58,10.0,0
32.0,0.086,0.32,10.1,0
28.0,0.084,0.34,10.1,0
67.0,0.078,0.43,11.1,0
98.0,0.168,0.64,9.5,0
28.0,0.091,0.475,10.03333333,0
38.0,0.11199999999999999,0.54,10.9,0
54.0,0.09300000000000001,0.85,10.1,0
28.0,0.091,0.475,10.03333333,0
63.0,0.08,0.83,9.8,0
31.0,0.096,0.605,11.8,0
42.0,0.115,0.5,9.5,0
45.0,0.094,0.74,9.8,0
105.0,0.08800000000000001,0.54,10.5,0
74.0,0.079,0.77,9.8,0
8.0,0.069,0.61,10.4,0
66.0,0.415,0.78,9.2,0
14.0,0.153,0.58,11.6,0
66.0,0.415,0.78,9.2,0
89.0,0.11,0.75,9.3,0
29.0,0.267,0.815,9.8,0
100.0,0.083,0.56,9.9,0
31.0,0.086,0.885,10.0,0
74.0,0.09,0.49,12.2,0
28.0,0.078,0.45,9.9,0
35.0,0.077,0.57,10.8,0
35.0,0.077,0.57,10.8,0
25.0,0.07400000000000001,0.83,9.6,0
105.0,0.08,0.6,9.9,0
105.0,0.08,0.6,9.9,0
84.0,0.107,0.755,9.5,0
85.0,0.076,0.81,9.2,0
23.0,0.1,0.64,9.6,0
23.0,0.1,0.64,9.6,0
49.0,0.083,0.64,10.3,0
111.0,0.08,0.48,9.7,0
33.0,0.068,0.49,12.5,0
33.0,0.094,0.64,11.0,0
12.0,0.07,0.62,9.8,0
59.0,0.078,0.52,10.2,0
73.0,0.07,0.57,9.2,0
12.0,0.092,0.685,9.55,0
11.0,0.09,0.675,9.55,0
104.0,0.08,0.59,9.9,0
28.0,0.083,0.6,10.2,0
24.0,0.068,0.67,11.1,0
141.0,0.08,0.69,9.9,0
141.0,0.08,0.69,9.9,0
24.0,0.052000000000000005,0.3,11.9,0
13.0,0.061,0.33,10.0,0
46.0,0.08199999999999999,0.5,10.7,0
34.0,0.062,0.28,11.3,0
22.0,0.062,0.24,10.9,0
54.0,0.064,0.51,10.7,0
53.0,0.048,0.29,12.4,0
54.0,0.064,0.51,10.7,0
16.0,0.08199999999999999,0.96,11.9,0
19.0,0.071,0.47,10.6,0
22.0,0.062,0.24,10.9,0
89.0,0.10400000000000001,0.57,10.1,0
15.0,0.077,0.32,9.6,0
18.0,0.065,0.58,9.4,0
15.0,0.077,0.32,9.6,0
37.0,0.064,0.34,12.1,0
19.0,0.077,0.53,9.8,0
133.0,0.077,0.64,9.9,0
19.0,0.077,0.53,9.8,0
58.0,0.079,0.4,9.4,0
55.0,0.079,0.54,11.4,0
31.0,0.12300000000000001,0.53,11.0,0
23.0,0.076,0.26,9.6,0
23.0,0.076,0.26,9.6,0
60.0,0.046,0.23,12.1,0
23.0,0.078,0.41,11.2,0
55.0,0.07200000000000001,0.64,11.0,0
67.0,0.049,0.18,11.3,0
47.0,0.066,0.41,10.4,0
74.0,0.069,0.43,9.9,0
11.0,0.042,0.44,11.7,0
25.0,0.069,0.4,10.1,0
95.0,0.214,0.54,9.0,0
95.0,0.214,0.54,9.0,0
90.0,0.16899999999999998,0.38,8.5,0
39.0,0.07,0.915,11.1,0
8.0,0.052000000000000005,0.59,10.3,0
92.0,0.07200000000000001,0.67,11.06666667,0
28.0,0.062,0.37,11.3,0
98.0,0.094,0.785,9.566666667,0
30.0,0.078,0.63,9.8,0
22.0,0.057999999999999996,0.58,11.7,0
92.0,0.07200000000000001,0.67,11.1,0
98.0,0.094,0.785,9.6,0
30.0,0.078,0.63,9.8,0
39.0,0.08,0.67,9.7,0
54.0,0.08,0.58,9.7,0
29.0,0.055999999999999994,0.38,11.3,0
28.0,0.062,0.37,11.3,0
17.0,0.10400000000000001,0.32,11.0,0
53.0,0.062,0.58,11.6,0
85.0,0.07400000000000001,0.49,9.0,0
23.0,0.073,0.45,10.9,0
